h e
-0.164768	-0.121970
-0.071074	-1.086820
-0.078592	0.684300
-0.081828	-1.075190
-0.130322	0.033300
-0.277124	0.744800
-0.221652	0.033600
-0.296190	-0.526640
-0.326182	0.462500
-0.446020	0.200700
-0.483254	2.124700
-0.645896	0.371700
-0.630192	1.021000
-0.772092	0.783400
-0.792840	-0.127840
-0.630120	-0.336810
-0.590502	-0.687150
-0.662934	1.308400
-0.584884	-0.935840
-0.277036	-2.672370
-0.234202	-0.772740
-0.254544	-0.521570
-0.244074	-2.015290
-0.207630	0.050400
-0.092020	-0.894620
-0.170470	-0.013170
-0.046286	-0.184680
0.015120	-0.679450
0.001240	-0.073740
0.013860	0.858200
-0.148696	0.376900
-0.072520	-0.749270
0.059760	1.402300
-0.216322	0.805900
-0.125006	-0.335230
-0.102640	0.672600
-0.114896	1.211500
-0.115502	0.046500
-0.343236	-0.285110
-0.312708	1.150900
-0.493294	-1.314280
-0.622154	-0.131080
-0.457804	-0.470960
-0.592650	0.072300
-0.779408	1.673300
-0.512484	-0.010240
-0.583946	-0.405610
-0.598338	-0.315260
-0.571914	-0.606960
-0.581954	-1.596330
-0.398300	-0.988120
-0.288946	0.797100
-0.251604	1.104700
-0.414222	-1.325570
-0.225204	-0.971750
-0.317322	1.569600
-0.264060	0.158700
-0.043330	-0.161900
0.048000	1.418200
-0.012670	-1.993640
0.039460	0.568000
0.067700	-0.014150
-0.045700	0.515600
-0.099414	-1.197540
0.197760	1.116700
-0.030460	0.557300
-0.113776	-1.435720
-0.035544	-0.114030
-0.135064	0.941000
-0.195794	-0.218840
-0.176496	-0.417900
-0.327906	-1.048330
-0.464532	-0.134850
-0.698562	-1.100940
-0.592796	0.746100
-0.446782	-0.082440
-0.612622	0.095800
-0.644366	-0.066740
-0.760822	0.018800
-0.633388	1.141700
-0.765690	-0.157850
-0.542508	1.327700
-0.582968	1.102200
-0.723092	0.450600
-0.569926	0.132600
-0.587540	0.059000
-0.172492	0.126900
-0.002696	-1.852440
-0.245176	0.990600
-0.169334	-0.226160
-0.007132	0.930100
0.010600	0.990900
-0.056626	-0.741900
0.024760	0.042600
-0.014568	2.004800
0.107520	-0.121760
-0.073340	0.775800
-0.010978	-2.856570
-0.135490	1.345300
-0.330794	-0.264430
-0.184580	-0.494680
-0.301326	-0.411970
-0.328860	-0.580190
-0.262880	1.603100
-0.324432	0.915100
-0.556394	0.491200
-0.617016	-1.241210
-0.702454	0.561400
-0.495926	0.552000
-0.702052	-0.137140
-0.867320	-0.925460
-0.582216	-0.988970
-0.832100	-0.704300
-0.581712	0.917800
-0.644468	-0.383380
-0.869420	1.203400
-0.411420	-0.357410
-0.580048	-0.337410
-0.427798	-0.449440
-0.199426	-0.273970
-0.033970	1.197800
-0.108018	0.547400
-0.054254	0.697500
0.043040	1.322200
0.028680	-1.655220
0.061200	0.897100
0.096320	0.070200
-0.086740	-1.027920
0.057080	1.657000
-0.051940	0.718200
-0.242730	0.157700
-0.270362	-0.148100
0.011680	-1.866580
-0.167546	0.576600
-0.292906	2.470500
-0.238494	0.800400
-0.537508	-1.952630
-0.417170	-1.040490
-0.479848	-2.133560
-0.575842	-1.010660
